word,total_freq,doc_freq,doc_ratio,AS_freq,AR_freq,RMJ_freq,AA_freq
alberta,5,5,0.3,0,5,0,0
acadian,5,1,0.1,0,5,0,0
infancy,5,5,0.3,0,1,4,0
postcolonialism,5,1,0.1,0,5,0,0
northwest,5,3,0.2,0,3,0,2
expenditure,5,3,0.2,0,1,4,0
scrapbook,5,2,0.1,0,4,0,1
jurisprudence,5,3,0.2,0,5,0,0
paucity,5,5,0.3,0,2,2,1
analogue,5,4,0.2,0,5,0,0
studio,5,1,0.1,0,5,0,0
librarianship,5,4,0.2,0,1,2,2
attach,5,5,0.3,0,2,2,1
vernacular,5,3,0.2,0,3,0,2
template,5,5,0.3,0,1,1,3
filmmaker,5,3,0.2,0,2,0,3
sight,5,5,0.3,0,2,3,0
george,5,5,0.3,0,2,1,2
penalty,5,4,0.2,0,1,4,0
texas,5,3,0.2,0,3,0,2
winter,5,5,0.3,0,2,1,2
directory,5,3,0.2,0,1,3,1
cartographic,5,3,0.2,0,5,0,0
hill,5,5,0.3,0,1,1,3
trip,5,3,0.2,0,5,0,0
dennis,5,5,0.3,0,1,0,4
georgia,5,2,0.1,0,1,0,4
riot,5,1,0.1,0,5,0,0
grrrl,5,1,0.1,0,5,0,0
girl,5,3,0.2,0,3,1,1
binary,5,3,0.2,0,4,0,1
attract,5,5,0.3,0,2,0,3
obsolescence,5,5,0.3,0,2,1,2
hoarding,5,1,0.1,0,5,0,0
scarce,5,5,0.3,0,1,1,3
multimedia,5,4,0.2,0,1,1,3
deseronto,5,1,0.1,0,5,0,0
mra,5,2,0.1,0,2,0,3
anecdotal,5,5,0.3,0,1,4,0
subjectivity,5,5,0.3,0,2,1,2
tion,5,5,0.3,0,4,0,1
mount,5,4,0.2,0,1,1,3
homelessness,5,1,0.1,0,5,0,0
dearth,5,5,0.3,0,1,3,1
footage,5,4,0.2,0,2,0,3
dlb,5,1,0.1,0,5,0,0
folk,5,2,0.1,0,1,0,4
competitive,5,3,0.2,0,0,5,0
warehouse,5,2,0.1,0,0,5,0
automatic,5,4,0.2,0,0,5,0
lifelong,5,4,0.2,0,0,5,0
maximum,5,5,0.3,0,0,3,2
ugandan,5,3,0.2,0,0,5,0
champion,5,5,0.3,0,0,4,1
solicit,5,5,0.3,0,0,4,1
registrar,5,2,0.1,0,0,5,0
oep,5,1,0.1,0,0,5,0
rdm,5,1,0.1,0,0,5,0
iso15489,5,1,0.1,0,0,5,0
belgian,5,2,0.1,0,0,5,0
xue,5,1,0.1,0,0,5,0
kbth,5,1,0.1,0,0,5,0
portuguese,5,3,0.2,0,0,5,0
confidence,5,3,0.2,0,0,1,4
operationalize,5,4,0.2,0,0,4,1
middleware,5,1,0.1,0,0,5,0
heis,5,1,0.1,0,0,5,0
decentralization,5,2,0.1,0,0,5,0
sar,5,1,0.1,0,0,5,0
hrmo,5,1,0.1,0,0,5,0
prmo,5,1,0.1,0,0,5,0
prmc,5,1,0.1,0,0,5,0
maldive,5,1,0.1,0,0,5,0
statute,5,4,0.2,0,0,2,3
drafter,5,1,0.1,0,0,5,0
novice,5,4,0.2,0,0,0,5
mississippi,5,4,0.2,0,0,0,5
xiii,5,1,0.1,0,0,0,5
helen,5,5,0.3,0,0,0,5
buddhist,5,1,0.1,0,0,0,5
roundtable,5,3,0.2,0,0,0,5
ballpoint,5,1,0.1,0,0,0,5
ink,5,1,0.1,0,0,0,5
morgue,5,1,0.1,0,0,0,5
capsule,5,1,0.1,0,0,0,5
impostor,5,1,0.1,0,0,0,5
tps,5,1,0.1,0,0,0,5
oja,5,1,0.1,0,0,0,5
amir,5,3,0.2,0,0,0,5
snps,5,1,0.1,0,0,0,5
mca,5,1,0.1,0,0,0,5
cognition,4,3,0.2,3,1,0,0
channel,4,3,0.2,2,0,2,0
cohesion,4,4,0.2,1,0,2,1
demonstration,4,4,0.2,1,0,1,2
aftermath,4,4,0.2,3,1,0,0
orality,4,4,0.2,3,0,0,1
invoke,4,4,0.2,1,2,0,1
silent,4,4,0.2,2,1,1,0
monument,4,4,0.2,4,0,0,0
interrogation,4,4,0.2,3,1,0,0
reshape,4,4,0.2,1,1,1,1
positivism,4,3,0.2,3,1,0,0
verne,4,4,0.2,3,1,0,0
obvious,4,4,0.2,1,1,2,0
symbol,4,4,0.2,2,1,0,1
subversive,4,3,0.2,3,0,0,1
enlightenment,4,3,0.2,1,3,0,0
periphery,4,3,0.2,4,0,0,0
resemble,4,4,0.2,3,1,0,0
defend,4,4,0.2,3,1,0,0
sociology,4,4,0.2,2,0,1,1
devoted,4,4,0.2,2,2,0,0
horizontal,4,3,0.2,2,0,2,0
21st,4,4,0.2,3,0,1,0
deductive,4,4,0.2,2,0,2,0
operating,4,4,0.2,1,1,1,1
precise,4,4,0.2,3,0,1,0
ofthe,4,3,0.2,3,0,1,0
ameliorate,4,4,0.2,3,0,0,1
extrapolate,4,4,0.2,2,1,1,0
candidate,4,4,0.2,1,1,1,1
front,4,4,0.2,2,1,1,0
predominant,4,4,0.2,2,2,0,0
dirk,4,2,0.1,1,0,3,0
prioritisation,4,3,0.2,3,0,1,0
voluminous,4,4,0.2,2,0,0,2
transactional,4,4,0.2,2,0,2,0
monash,4,4,0.2,4,0,0,0
san,4,4,0.2,1,2,0,1
bad,4,3,0.2,1,0,3,0
jean,4,3,0.2,3,1,0,0
conveyance,4,1,0.1,4,0,0,0
promulgation,4,2,0.1,3,1,0,0
decree,4,4,0.2,2,0,1,1
jameson,4,2,0.1,3,0,0,1
supervision,4,4,0.2,3,0,1,0
paris,4,4,0.2,2,1,1,0
venue,4,3,0.2,1,0,0,3
closing,4,3,0.2,2,2,0,0
bearing,4,4,0.2,1,1,2,0
satisfied,4,4,0.2,1,0,2,1
iteration,4,4,0.2,2,1,0,1
outlook,4,4,0.2,1,1,1,1
undocumented,4,4,0.2,4,0,0,0
crt,4,1,0.1,4,0,0,0
fifteenth,4,4,0.2,4,0,0,0
apparatus,4,4,0.2,2,2,0,0
colbert,4,2,0.1,3,0,0,1
dynasty,4,3,0.2,3,0,0,1
assemble,4,4,0.2,2,2,0,0
tour,4,2,0.1,1,3,0,0
curious,4,4,0.2,3,0,0,1
repression,4,4,0.2,2,1,0,1
refuse,4,2,0.1,4,0,0,0
minor,4,4,0.2,3,1,0,0
ada,4,1,0.1,4,0,0,0
consortium,4,3,0.2,1,2,0,1
icpsr,4,1,0.1,4,0,0,0
conformance,4,3,0.2,3,0,0,1
superior,4,4,0.2,2,2,0,0
exponential,4,4,0.2,3,1,0,0
granularity,4,3,0.2,3,0,1,0
disregard,4,4,0.2,3,1,0,0
programmatic,4,4,0.2,2,0,0,2
smithsonian,4,1,0.1,4,0,0,0
remembering,4,4,0.2,2,1,0,1
seminal,4,4,0.2,2,1,0,1
michael,4,4,0.2,3,1,0,0
contingency,4,4,0.2,3,1,0,0
mnemonic,4,2,0.1,4,0,0,0
alive,4,4,0.2,4,0,0,0
kill,4,2,0.1,1,3,0,0
dichotomy,4,4,0.2,2,1,0,1
mexico,4,3,0.2,4,0,0,0
remedy,4,4,0.2,2,0,1,1
under,4,4,0.2,1,0,1,2
bond,4,4,0.2,2,0,1,1
oppress,4,4,0.2,2,0,0,2
multicultural,4,4,0.2,3,1,0,0
invaluable,4,4,0.2,1,1,0,2
compose,4,4,0.2,1,1,1,1
carnival,4,1,0.1,4,0,0,0
eng,4,1,0.1,4,0,0,0
contextualise,4,4,0.2,2,0,2,0
appropriation,4,4,0.2,2,0,1,1
parchment,4,3,0.2,2,2,0,0
facsimile,4,4,0.2,1,1,0,2
wealth,4,4,0.2,2,2,0,0
venice,4,2,0.1,3,1,0,0
ordering,4,4,0.2,2,2,0,0
protestant,4,3,0.2,2,1,0,1
catch,4,4,0.2,2,0,0,2
identical,4,3,0.2,3,0,1,0
judgement,4,3,0.2,1,0,3,0
typical,4,4,0.2,1,1,0,2
centralised,4,4,0.2,1,0,3,0
dependence,4,3,0.2,3,0,0,1
engender,4,4,0.2,1,1,1,1
denial,4,2,0.1,4,0,0,0
textbook,4,4,0.2,1,1,1,1
neo,4,4,0.2,2,1,1,0
verification,4,3,0.2,1,0,3,0
blame,4,4,0.2,2,1,0,1
msc,4,4,0.2,1,0,3,0
glasgow,4,3,0.2,1,0,2,1
notice,4,4,0.2,3,1,0,0
midst,4,4,0.2,2,2,0,0
attest,4,4,0.2,2,0,1,1
assurance,4,4,0.2,1,0,3,0
confine,4,4,0.2,1,0,3,0
storytelling,4,4,0.2,3,1,0,0
indigeneity,4,2,0.1,4,0,0,0
underway,4,4,0.2,1,2,0,1
twin,4,4,0.2,1,1,2,0
exceed,4,4,0.2,1,0,1,2
adjust,4,4,0.2,1,1,2,0
supervisor,4,4,0.2,1,0,1,2
mentor,4,4,0.2,1,1,0,2
mother,4,3,0.2,1,3,0,0
compensation,4,4,0.2,2,1,0,1
ann,4,4,0.2,2,0,0,2
institutionalize,4,4,0.2,3,0,0,1
remembrance,4,3,0.2,2,2,0,0
interpersonal,4,4,0.2,2,0,0,2
lifetime,4,4,0.2,2,2,0,0
attack,4,4,0.2,1,1,0,2
wrong,4,4,0.2,3,1,0,0
nelson,4,4,0.2,3,1,0,0
mandela,4,4,0.2,3,1,0,0
calendar,4,2,0.1,1,0,0,3
instructional,4,4,0.2,1,0,1,2
postgraduate,4,3,0.2,1,0,3,0
minimum,4,3,0.2,3,1,0,0
reservation,4,3,0.2,3,0,1,0
sophisticated,4,4,0.2,2,1,1,0
sea,4,1,0.1,4,0,0,0
projection,4,3,0.2,1,0,1,2
codrington,4,1,0.1,4,0,0,0
christopher,4,4,0.2,1,1,0,2
december,4,3,0.2,4,0,0,0
uncertain,4,4,0.2,2,1,0,1
disconnect,4,3,0.2,3,1,0,0
exemplary,4,4,0.2,2,0,0,2
pluralistic,4,4,0.2,1,2,1,0
erase,4,4,0.2,3,0,1,0
facilitator,4,3,0.2,1,0,1,2
outweigh,4,4,0.2,1,0,3,0
strike,4,3,0.2,1,0,1,2
tease,4,4,0.2,2,0,1,1
reputation,4,4,0.2,2,1,0,1
caution,4,4,0.2,1,0,2,1
intergenerational,4,3,0.2,4,0,0,0
helpful,4,4,0.2,1,0,2,1
orphan,4,4,0.2,1,0,0,3
legitimize,4,4,0.2,4,0,0,0
regent,4,1,0.1,4,0,0,0
amsterdam,4,1,0.1,4,0,0,0
questioning,4,3,0.2,3,1,0,0
bureaucrat,4,3,0.2,2,2,0,0
settlement,4,4,0.2,1,2,0,1
expense,4,4,0.2,1,2,1,0
chile,4,2,0.1,4,0,0,0
encoding,4,4,0.2,1,0,0,3
extensible,4,4,0.2,1,0,1,2
archaeologist,4,2,0.1,4,0,0,0
correction,4,3,0.2,2,2,0,0
desegregation,4,3,0.2,1,0,0,3
steal,4,4,0.2,3,0,0,1
disclosure,4,4,0.2,1,1,2,0
grand,4,4,0.2,2,1,0,1
longstanding,4,4,0.2,1,2,0,1
wild,4,2,0.1,2,0,2,0
revitalize,4,4,0.2,1,1,1,1
theorizing,4,4,0.2,3,1,0,0
money,4,4,0.2,1,1,0,2
nationwide,4,4,0.2,2,0,1,1
categorization,4,3,0.2,2,0,2,0
collector,4,4,0.2,1,3,0,0
ramification,4,4,0.2,1,0,0,3
complicate,4,4,0.2,1,1,1,1
intimate,4,4,0.2,2,1,0,1
functioning,4,4,0.2,1,2,1,0
inefficiency,4,4,0.2,1,0,3,0
corroborate,4,4,0.2,1,2,1,0
emulate,4,4,0.2,1,2,1,0
literal,4,3,0.2,2,2,0,0
freudian,4,3,0.2,3,1,0,0
egyptian,4,2,0.1,3,0,0,1
intervene,4,4,0.2,2,1,1,0
com,4,4,0.2,3,0,1,0
atrocity,4,4,0.2,2,2,0,0
studies,4,4,0.2,1,1,1,1
socialist,4,1,0.1,4,0,0,0
dependency,4,4,0.2,1,0,1,2
subordinate,4,3,0.2,1,0,2,1
fort,4,3,0.2,3,0,0,1
hare,4,3,0.2,3,0,1,0
encouraging,4,4,0.2,1,1,2,0
unwritten,4,2,0.1,1,3,0,0
oil,4,4,0.2,2,1,1,0
scant,4,4,0.2,3,1,0,0
furnish,4,4,0.2,1,2,1,0
schemas,4,3,0.2,2,0,2,0
realization,4,4,0.2,2,1,0,1
dispossession,4,3,0.2,3,1,0,0
dunham,4,1,0.1,4,0,0,0
michelle,4,4,0.2,2,1,0,1
geopolitical,4,3,0.2,3,0,0,1
denmark,4,3,0.2,3,0,0,1
decolonizing,4,4,0.2,3,1,0,0
overseas,4,3,0.2,2,1,1,0
paradoxical,4,4,0.2,2,1,1,0
failing,4,3,0.2,2,0,2,0
arch,4,4,0.2,2,0,2,0
coding,4,4,0.2,2,0,1,1
allude,4,4,0.2,2,1,0,1
wonder,4,4,0.2,1,1,0,2
nationale,4,3,0.2,2,1,1,0
closure,4,2,0.1,3,1,0,0
inspection,4,4,0.2,1,0,3,0
sensory,4,3,0.2,3,1,0,0
cassette,4,2,0.1,1,0,0,3
decode,4,2,0.1,3,1,0,0
adjustment,4,4,0.2,1,0,3,0
bearman,4,2,0.1,3,0,1,0
ascribe,4,4,0.2,2,1,1,0
persistence,4,4,0.2,2,1,0,1
liquid,4,1,0.1,4,0,0,0
informative,4,4,0.2,2,1,0,1
sacred,4,4,0.2,1,1,1,1
rooted,4,4,0.2,2,0,1,1
following,4,4,0.2,2,1,1,0
potala,4,1,0.1,4,0,0,0
grade,4,4,0.2,2,0,1,1
pressing,4,4,0.2,1,0,1,2
connectivity,4,4,0.2,1,2,1,0
unable,4,4,0.2,1,2,1,0
searching,4,4,0.2,1,1,0,2
ukgwa,4,1,0.1,4,0,0,0
notebook,4,3,0.2,3,1,0,0
anticipation,4,3,0.2,3,1,0,0
trac,4,2,0.1,2,0,0,2
deviate,4,3,0.2,3,0,1,0
hero,4,2,0.1,3,1,0,0
resilience,4,3,0.2,1,0,3,0
intensity,4,4,0.2,1,1,0,2
involved,4,4,0.2,2,1,1,0
february,4,4,0.2,2,0,0,2
ukrainian,4,3,0.2,2,0,1,1
powerpoint,4,1,0.1,4,0,0,0
dublin,4,3,0.2,1,2,0,1
stock,4,4,0.2,1,1,0,2
oftentime,4,4,0.2,1,2,0,1
provenancial,4,3,0.2,2,1,0,1
harmonize,4,3,0.2,1,1,2,0
cornerstone,4,4,0.2,1,0,2,1
demonstrating,4,4,0.2,1,2,0,1
las,4,3,0.2,2,0,0,2
domestic,4,4,0.2,2,0,2,0
dissonance,4,4,0.2,2,0,1,1
ancestral,4,1,0.1,4,0,0,0
immense,4,4,0.2,2,1,1,0
intrinsic,4,4,0.2,1,1,0,2
phd,4,4,0.2,1,1,1,1
contrary,4,4,0.2,2,0,1,1
monthly,4,4,0.2,2,1,1,0
thailand,4,2,0.1,2,2,0,0
peninsula,4,4,0.2,1,0,1,2
librarians,4,4,0.2,1,0,1,2
practicality,4,4,0.2,1,0,2,1
unearth,4,4,0.2,2,0,0,2
tasmanian,4,1,0.1,4,0,0,0
slave,4,3,0.2,1,0,0,3
alternate,4,3,0.2,2,0,0,2
suppress,4,4,0.2,2,1,1,0
phenomena,4,4,0.2,1,1,2,0
cohort,4,2,0.1,3,0,0,1
capstone,4,3,0.2,2,0,1,1
turkey,4,2,0.1,3,0,0,1
humanitarian,4,4,0.2,2,1,0,1
demolition,4,3,0.2,2,1,0,1
sahara,4,3,0.2,2,0,2,0
intensify,4,4,0.2,1,0,1,2
portugal,4,4,0.2,1,0,2,1
standpoint,4,4,0.2,1,2,0,1
essence,4,4,0.2,1,1,2,0
nascent,4,4,0.2,1,1,1,1
nyuad,4,2,0.1,2,0,0,2
logistical,4,4,0.2,1,0,1,2
inconsistent,4,4,0.2,1,1,0,2
breadth,4,4,0.2,2,0,0,2
lgbtqia,4,3,0.2,2,2,0,0
guilt,4,3,0.2,1,3,0,0
readability,4,1,0.1,4,0,0,0
streamline,4,4,0.2,1,1,2,0
dramatic,4,4,0.2,1,0,0,3
consolidated,4,3,0.2,2,0,0,2
tran,4,2,0.1,1,3,0,0
mbembe,4,2,0.1,4,0,0,0
mundane,4,3,0.2,3,0,1,0
welcome,4,4,0.2,1,0,2,1
inception,4,4,0.2,1,1,0,2
disruption,4,4,0.2,1,3,0,0
pioneering,4,4,0.2,1,0,2,1
army,4,4,0.2,1,1,1,1
oblivion,4,4,0.2,1,2,1,0
decline,4,4,0.2,1,1,1,1
grd,4,1,0.1,0,4,0,0
uprising,4,3,0.2,0,3,0,1
boulder,4,2,0.1,0,1,0,3
modification,4,4,0.2,0,2,1,1
jamaican,4,2,0.1,0,1,3,0
observer,4,4,0.2,0,1,1,2
generalization,4,2,0.1,0,3,1,0
resonance,4,4,0.2,0,1,2,1
maori,4,1,0.1,0,4,0,0
richard,4,4,0.2,0,1,0,3
radisson,4,1,0.1,0,4,0,0
scribe,4,3,0.2,0,4,0,0
hudson,4,3,0.2,0,4,0,0
animate,4,4,0.2,0,4,0,0
distortion,4,4,0.2,0,2,2,0
atia,4,1,0.1,0,4,0,0
realist,4,2,0.1,0,2,2,0
wavelength,4,1,0.1,0,4,0,0
faint,4,1,0.1,0,4,0,0
hitherto,4,4,0.2,0,2,2,0
saint,4,2,0.1,0,2,0,2
pope,4,2,0.1,0,2,0,2
authenticate,4,3,0.2,0,1,3,0
gilbert,4,3,0.2,0,4,0,0
length,4,4,0.2,0,1,1,2
synthesis,4,4,0.2,0,1,3,0
fluidity,4,4,0.2,0,2,1,1
occasion,4,4,0.2,0,3,0,1
bureau,4,3,0.2,0,3,0,1
convenience,4,4,0.2,0,1,3,0
credit,4,4,0.2,0,3,0,1
capturing,4,4,0.2,0,1,2,1
owe,4,4,0.2,0,2,2,0
pepper,4,2,0.1,0,1,0,3
insert,4,4,0.2,0,1,1,2
broadcasting,4,4,0.2,0,1,2,1
tape,4,4,0.2,0,2,0,2
compound,4,4,0.2,0,2,2,0
mountain,4,1,0.1,0,4,0,0
back,4,4,0.2,0,1,2,1
aging,4,3,0.2,0,2,0,2
springboard,4,4,0.2,0,2,2,0
ottawa,4,3,0.2,0,4,0,0
clga,4,2,0.1,0,4,0,0
montreal,4,3,0.2,0,4,0,0
ship,4,4,0.2,0,3,0,1
mary,4,3,0.2,0,3,0,1
stryker,4,1,0.1,0,4,0,0
induce,4,4,0.2,0,1,2,1
david,4,4,0.2,0,3,0,1
edge,4,4,0.2,0,2,2,0
admissibility,4,2,0.1,0,4,0,0
uniform,4,4,0.2,0,1,3,0
sequence,4,4,0.2,0,4,0,0
associated,4,4,0.2,0,1,2,1
chapel,4,4,0.2,0,1,0,3
christian,4,2,0.1,0,1,0,3
membership,4,4,0.2,0,1,1,2
unfamiliar,4,3,0.2,0,1,2,1
cappon,4,2,0.1,0,3,0,1
outdated,4,3,0.2,0,1,2,1
fifth,4,4,0.2,0,2,1,1
wcwa,4,1,0.1,0,4,0,0
rgs,4,2,0.1,0,4,0,0
nctr,4,1,0.1,0,4,0,0
informant,4,4,0.2,0,2,2,0
marker,4,2,0.1,0,3,1,0
enjoy,4,4,0.2,0,2,1,1
antecedent,4,4,0.2,0,2,0,2
rubric,4,4,0.2,0,1,1,2
download,4,3,0.2,0,2,1,1
straightforward,4,4,0.2,0,1,1,2
chance,4,4,0.2,0,1,2,1
replicate,4,3,0.2,0,1,3,0
rudnicki,4,1,0.1,0,4,0,0
advisory,4,3,0.2,0,2,1,1
dollar,4,4,0.2,0,1,2,1
reappraise,4,2,0.1,0,1,0,3
clerk,4,4,0.2,0,1,3,0
gossip,4,1,0.1,0,4,0,0
inaccessibility,4,2,0.1,0,3,0,1
expensive,4,4,0.2,0,1,1,2
jorge,4,1,0.1,0,4,0,0
foot,4,4,0.2,0,1,0,3
cabinet,4,4,0.2,0,1,3,0
ableist,4,2,0.1,0,3,0,1
faro,4,1,0.1,0,4,0,0
extraction,4,3,0.2,0,2,2,0
bidding,4,1,0.1,0,0,4,0
edm,4,3,0.2,0,0,4,0
provisional,4,4,0.2,0,0,2,2
simplify,4,4,0.2,0,0,2,2
compliant,4,4,0.2,0,0,3,1
charity,4,4,0.2,0,0,4,0
exhaustive,4,4,0.2,0,0,4,0
appointment,4,3,0.2,0,0,1,3
watch,4,4,0.2,0,0,4,0
ranking,4,2,0.1,0,0,1,3
redundancy,4,3,0.2,0,0,4,0
dedicated,4,4,0.2,0,0,1,3
per,4,3,0.2,0,0,4,0
intranet,4,1,0.1,0,0,4,0
down,4,3,0.2,0,0,3,1
sciences,4,4,0.2,0,0,3,1
unstructured,4,4,0.2,0,0,3,1
constructive,4,4,0.2,0,0,3,1
achievable,4,3,0.2,0,0,3,1
procedural,4,4,0.2,0,0,2,2
duplication,4,4,0.2,0,0,3,1
unlimited,4,1,0.1,0,0,4,0
oversee,4,3,0.2,0,0,1,3
transcribe,4,3,0.2,0,0,2,2
traceability,4,4,0.2,0,0,4,0
icelandic,4,3,0.2,0,0,4,0
average,4,4,0.2,0,0,3,1
proportionate,4,2,0.1,0,0,4,0
dispose,4,4,0.2,0,0,4,0
server,4,4,0.2,0,0,1,3
fsb,4,1,0.1,0,0,4,0
oliver,4,3,0.2,0,0,4,0
regression,4,3,0.2,0,0,4,0
generalise,4,4,0.2,0,0,4,0
qadep,4,1,0.1,0,0,4,0
near,4,4,0.2,0,0,2,2
pde,4,1,0.1,0,0,4,0
unreliable,4,4,0.2,0,0,4,0
anglican,4,1,0.1,0,0,4,0
cam,4,1,0.1,0,0,4,0
classifier,4,1,0.1,0,0,4,0
novelty,4,4,0.2,0,0,4,0
lobby,4,4,0.2,0,0,2,2
clause,4,3,0.2,0,0,4,0
efficacy,4,4,0.2,0,0,1,3
jamaica,4,1,0.1,0,0,4,0
affordable,4,4,0.2,0,0,3,1
will,4,2,0.1,0,0,4,0
generalizability,4,4,0.2,0,0,4,0
dpa,4,2,0.1,0,0,4,0
multifaceted,4,4,0.2,0,0,1,3
npm,4,1,0.1,0,0,4,0
equitable,4,4,0.2,0,0,2,2
esi,4,1,0.1,0,0,4,0
off,4,4,0.2,0,0,1,3
tlb,4,1,0.1,0,0,4,0
equation,4,3,0.2,0,0,4,0
phi,4,1,0.1,0,0,4,0
tra,4,1,0.1,0,0,4,0
iksdcs,4,2,0.1,0,0,4,0
mpa,4,1,0.1,0,0,4,0
garissa,4,1,0.1,0,0,4,0
rationality,4,1,0.1,0,0,4,0
livingstonia,4,1,0.1,0,0,4,0
gpg,4,1,0.1,0,0,4,0
osca,4,1,0.1,0,0,4,0
cox,4,4,0.2,0,0,1,3
vietnam,4,1,0.1,0,0,0,4
yale,4,4,0.2,0,0,0,4
minnesota,4,2,0.1,0,0,0,4
poster,4,2,0.1,0,0,0,4
misuse,4,3,0.2,0,0,0,4
unprocessed,4,3,0.2,0,0,0,4
rowland,4,1,0.1,0,0,0,4
sickel,4,1,0.1,0,0,0,4
masc,4,1,0.1,0,0,0,4
nhprc,4,4,0.2,0,0,0,4
shareable,4,1,0.1,0,0,0,4
yakel,4,4,0.2,0,0,0,4
monastic,4,1,0.1,0,0,0,4
samuel,4,2,0.1,0,0,0,4
caucus,4,2,0.1,0,0,0,4
ham,4,3,0.2,0,0,0,4
dracula,4,1,0.1,0,0,0,4
jim,4,1,0.1,0,0,0,4
crow,4,1,0.1,0,0,0,4
microblogge,4,1,0.1,0,0,0,4
louisville,4,1,0.1,0,0,0,4
vaudeville,4,1,0.1,0,0,0,4
nlm,4,2,0.1,0,0,0,4
cosw,4,1,0.1,0,0,0,4
copar,4,1,0.1,0,0,0,4
multicourse,4,1,0.1,0,0,0,4
mena,4,1,0.1,0,0,0,4
jamal,4,1,0.1,0,0,0,4
absolute,3,3,0.2,1,1,0,1
precept,3,3,0.2,2,0,1,0
16th,3,3,0.2,1,2,0,0
18th,3,3,0.2,1,2,0,0
humanities,3,3,0.2,1,1,1,0
win,3,3,0.2,1,1,1,0
pillar,3,3,0.2,2,0,1,0
smart,3,2,0.1,3,0,0,0
genesis,3,3,0.2,2,0,1,0
desktop,3,3,0.2,1,1,0,1
sociologist,3,3,0.2,2,0,0,1
worldview,3,3,0.2,2,1,0,0
reinvent,3,3,0.2,2,0,0,1
redefinition,3,3,0.2,2,0,0,1
bruno,3,3,0.2,2,1,0,0
clue,3,2,0.1,1,2,0,0
literate,3,3,0.2,3,0,0,0
isolated,3,3,0.2,2,0,1,0
cluster,3,3,0.2,1,0,0,2
conviction,3,3,0.2,2,1,0,0
myth,3,3,0.2,2,0,0,1
reinterpret,3,3,0.2,1,1,0,1
storehouse,3,3,0.2,2,0,0,1
tumultuous,3,3,0.2,2,0,0,1
positivist,3,2,0.1,3,0,0,0
constructedness,3,3,0.2,2,0,0,1
intermediary,3,3,0.2,3,0,0,0
interpretative,3,2,0.1,3,0,0,0
perfect,3,3,0.2,2,0,0,1
ambition,3,3,0.2,2,0,1,0
transcendent,3,3,0.2,2,0,0,1
prominence,3,3,0.2,2,0,1,0
ritual,3,3,0.2,3,0,0,0
recorder,3,3,0.2,1,0,1,1
naturalize,3,3,0.2,2,1,0,0
integrated,3,3,0.2,2,0,1,0
treasury,3,2,0.1,2,1,0,0
tremendous,3,3,0.2,2,0,1,0
evidentiariness,3,1,0.1,3,0,0,0
ubc,3,3,0.2,1,1,0,1
entitlement,3,3,0.2,2,0,1,0
currency,3,3,0.2,1,1,1,0
convince,3,3,0.2,1,2,0,0
distance,3,3,0.2,3,0,0,0
boston,3,3,0.2,2,0,0,1
nurture,3,3,0.2,1,0,1,1
memorandum,3,3,0.2,1,0,0,2
commence,3,3,0.2,2,1,0,0
prospective,3,3,0.2,2,0,1,0
moore,3,2,0.1,2,0,1,0
laura,3,3,0.2,1,0,0,2
don,3,3,0.2,1,0,0,2
refinement,3,3,0.2,1,0,1,1
totality,3,3,0.2,3,0,0,0
diego,3,3,0.2,1,1,0,1
landmark,3,3,0.2,1,0,1,1
fur,3,1,0.1,3,0,0,0
distrust,3,2,0.1,2,1,0,0
ecclesiastical,3,3,0.2,2,0,0,1
primacy,3,3,0.2,2,1,0,0
impinge,3,3,0.2,2,0,1,0
founder,3,3,0.2,1,2,0,0
historians,3,3,0.2,1,1,1,0
blend,3,3,0.2,1,0,1,1
trans,3,3,0.2,1,1,1,0
demise,3,3,0.2,2,1,0,0
generalist,3,3,0.2,2,0,1,0
certificate,3,3,0.2,1,1,1,0
syllabus,3,3,0.2,1,0,1,1
fragmentary,3,3,0.2,1,0,1,1
implicit,3,3,0.2,2,0,1,0
publicize,3,3,0.2,1,1,0,1
curiosity,3,3,0.2,1,0,1,1
distort,3,3,0.2,3,0,0,0
generalisation,3,3,0.2,1,0,2,0
documental,3,1,0.1,3,0,0,0
react,3,3,0.2,1,0,0,2
equality,3,3,0.2,3,0,0,0
federate,3,3,0.2,1,1,0,1
henry,3,3,0.2,2,1,0,0
narrate,3,3,0.2,3,0,0,0
contextualisation,3,3,0.2,3,0,0,0
bam,3,1,0.1,3,0,0,0
undertaking,3,3,0.2,1,0,1,1
seamless,3,3,0.2,1,1,0,1
commons,3,3,0.2,1,0,0,2
lam,3,2,0.1,3,0,0,0
sheer,3,3,0.2,1,0,1,1
elusive,3,3,0.2,2,1,0,0
conflate,3,3,0.2,2,0,0,1
plural,3,3,0.2,1,0,1,1
identifying,3,3,0.2,2,0,0,1
deliberation,3,2,0.1,2,1,0,0
raw,3,3,0.2,2,0,1,0
biological,3,3,0.2,2,1,0,0
ensue,3,3,0.2,2,1,0,0
stop,3,3,0.2,2,0,1,0
precedent,3,3,0.2,1,1,1,0
setback,3,3,0.2,1,0,1,1
interrelate,3,3,0.2,3,0,0,0
gross,3,3,0.2,2,0,1,0
apprehend,3,2,0.1,3,0,0,0
remainder,3,3,0.2,2,0,1,0
debt,3,3,0.2,1,0,0,2
constituency,3,3,0.2,1,2,0,0
exile,3,3,0.2,3,0,0,0
descent,3,3,0.2,1,0,0,2
